Index,Accident_Severity,Accident Date,Latitude,Light_Conditions,District Area,Longitude,Number_of_Casualties,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200701CW10563,Slight,09-05-2019,51.51521,Daylight,Westminster,-0.141708,2,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10564,Slight,18-05-2019,51.509026,Darkness - lights lit,Westminster,-0.137348,1,1,Dry,One way street,Urban,Fine no high winds,Car
200701CW10565,Slight,10-05-2019,51.521376,Darkness - lights lit,Westminster,-0.16207,1,2,Wet or damp,Dual carriageway,Urban,Raining no high winds,Bus or coach (17 or more pass seats)
200701CW10566,Slight,12-05-2019,51.514219,Daylight,Westminster,-0.141604,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10567,Slight,16-05-2019,51.506644,Daylight,Westminster,-0.123323,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10568,Slight,12-05-2019,51.508762,Daylight,Westminster,-0.154796,3,2,Wet or damp,Dual carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10569,Serious,16-05-2019,51.492466,Daylight,Westminster,-0.147819,1,2,Dry,One way street,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10570,Slight,17-05-2019,51.519867,Daylight,Westminster,-0.174816,1,1,Dry,Dual carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10571,Slight,29-04-2019,51.484858,Daylight,Westminster,-0.138766,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10572,Slight,18-05-2019,51.500134,Daylight,Westminster,-0.126761,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10573,Slight,18-05-2019,51.488751,Daylight,Westminster,-0.134718,1,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10574,Slight,10-03-2019,51.508303,Darkness - lights lit,Westminster,-0.125849,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10576,Slight,11-05-2019,51.519979,Daylight,Westminster,-0.170487,1,2,Dry,Roundabout,Urban,Fine no high winds,Taxi/Private hire car
200701CW10577,Slight,16-05-2019,51.522736,Daylight,Westminster,-0.174269,1,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10578,Slight,18-05-2019,51.533808,Daylight,Westminster,-0.169212,1,1,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10581,Serious,17-05-2019,51.514784,Daylight,Westminster,-0.195053,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10582,Slight,17-05-2019,51.529119,Daylight,Westminster,-0.179924,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10583,Slight,20-05-2019,51.516636,Darkness - lights lit,Westminster,-0.180999,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10584,Slight,20-05-2019,51.512846,Daylight,Westminster,-0.162846,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10586,Slight,18-05-2019,51.513705,Darkness - lights lit,Westminster,-0.154596,1,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10587,Slight,21-05-2019,51.522837,Daylight,Westminster,-0.146299,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Car
200701CW10588,Slight,05-05-2019,51.501049,Daylight,Westminster,-0.127732,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10589,Slight,20-05-2019,51.517705,Daylight,Westminster,-0.180379,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10590,Slight,10-05-2019,51.507778,Darkness - lights lit,Westminster,-0.126735,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CW10591,Slight,23-04-2019,51.51425,Daylight,Westminster,-0.149242,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10592,Slight,08-05-2019,51.49625,Daylight,Westminster,-0.142624,1,1,Dry,Single carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701CW10594,Serious,17-05-2019,51.512306,Darkness - lights lit,Westminster,-0.128711,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10596,Slight,20-05-2019,51.490879,Daylight,Westminster,-0.144138,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10597,Slight,21-05-2019,51.514019,Daylight,Westminster,-0.151701,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10598,Slight,22-05-2019,51.510045,Daylight,Westminster,-0.13356,1,1,Dry,One way street,Urban,Fine no high winds,Taxi/Private hire car
200701CW10599,Serious,22-05-2019,51.512771,Daylight,Westminster,-0.11846,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10601,Slight,14-03-2019,51.493508,Daylight,Westminster,-0.139854,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10602,Slight,26-04-2019,51.50574,Daylight,Westminster,-0.151316,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10603,Serious,14-05-2019,51.522353,Daylight,Westminster,-0.155544,1,1,Wet or damp,Dual carriageway,Urban,Raining no high winds,Taxi/Private hire car
200701CW10604,Serious,15-05-2019,51.512423,Daylight,Westminster,-0.158828,1,1,Wet or damp,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10605,Slight,05-05-2019,51.513998,Daylight,Westminster,-0.179086,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10606,Slight,24-05-2019,51.512421,Daylight,Westminster,-0.158684,1,2,Dry,Single carriageway,Urban,Other,Taxi/Private hire car
200701CW10607,Slight,30-04-2019,51.528741,Daylight,Westminster,-0.21382,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10608,Slight,18-05-2019,51.51833,Darkness - lights lit,Westminster,-0.16277,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10609,Serious,25-05-2019,51.485688,Daylight,Westminster,-0.134411,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701CW10610,Slight,27-05-2019,51.531864,Daylight,Westminster,-0.17722,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Motorcycle over 125cc and up to 500cc
200701CW10611,Slight,27-05-2019,51.525495,Daylight,Westminster,-0.178195,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Motorcycle over 500cc
200701CW10612,Slight,26-05-2019,51.521715,Daylight,Westminster,-0.143606,1,2,Dry,One way street,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10614,Slight,22-05-2019,51.50876,Daylight,Westminster,-0.154652,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10615,Slight,04-05-2019,51.514853,Daylight,Westminster,-0.141867,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10616,Slight,22-05-2019,51.517795,Daylight,Westminster,-0.180376,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10617,Serious,23-05-2019,51.507695,Daylight,Westminster,-0.127171,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10618,Slight,20-05-2019,51.485691,Daylight,Westminster,-0.134555,2,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10619,Slight,28-05-2019,51.488389,Darkness - lights lit,Westminster,-0.128971,1,1,Wet or damp,Dual carriageway,Urban,Raining no high winds,Bus or coach (17 or more pass seats)
200701CW10623,Slight,31-03-2019,51.530507,Darkness - lights lit,Westminster,-0.176697,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10624,Slight,04-05-2019,51.580847,Daylight,Barnet,-0.198787,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10626,Slight,22-05-2019,51.516743,Daylight,Westminster,-0.153321,1,2,Dry,Roundabout,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10627,Slight,29-05-2019,51.527115,Daylight,Westminster,-0.195718,1,2,Wet or damp,Dual carriageway,Urban,Raining no high winds,Motorcycle over 500cc
200701CW10628,Slight,31-03-2019,51.502156,Darkness - lights lit,Westminster,-0.140798,1,1,Dry,Roundabout,Urban,Fine no high winds,Car
200701CW10629,Slight,29-05-2019,51.494265,Daylight,Westminster,-0.125273,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10630,Slight,20-05-2019,51.519544,Darkness - lights lit,Westminster,-0.188811,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701CW10631,Slight,29-05-2019,51.516375,Daylight,Westminster,-0.16429,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10632,Serious,17-05-2019,51.515481,Daylight,Westminster,-0.147462,1,2,Dry,One way street,Urban,,Car
200701CW10633,Slight,15-05-2019,51.514915,Daylight,Westminster,-0.162907,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10635,Slight,29-05-2019,51.524704,Daylight,Westminster,-0.202733,1,1,Wet or damp,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10637,Slight,24-05-2019,51.520622,Daylight,Westminster,-0.16556,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10638,Slight,25-05-2019,51.520048,Daylight,Westminster,-0.157655,2,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10639,Slight,17-05-2019,51.508337,Daylight,Westminster,-0.13363,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Bus or coach (17 or more pass seats)
200701CW10640,Slight,29-05-2019,51.503893,Darkness - lights lit,Westminster,-0.148221,2,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10642,Slight,29-05-2019,51.524893,Daylight,Westminster,-0.203303,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10643,Slight,22-05-2019,51.490808,Daylight,Westminster,-0.134058,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10645,Slight,31-05-2019,51.519596,Daylight,Westminster,-0.151764,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10646,Slight,02-06-2019,51.513668,Darkness - lights lit,Westminster,-0.12952,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10647,Slight,03-06-2019,51.531397,Daylight,Westminster,-0.21112,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10648,Serious,23-05-2019,51.512688,Daylight,Westminster,-0.130137,1,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10649,Slight,01-06-2019,51.51087,Daylight,Westminster,-0.180364,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10650,Slight,23-05-2019,51.510491,Daylight,Westminster,-0.144638,1,1,Dry,One way street,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10651,Slight,31-05-2019,51.49209,Daylight,Westminster,-0.146826,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701CW10652,Slight,05-05-2019,51.497512,Daylight,Westminster,-0.12586,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10653,Serious,03-06-2019,51.490886,Daylight,Westminster,-0.150332,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10654,Slight,23-05-2019,51.531268,Daylight,Westminster,-0.185173,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10655,Slight,02-06-2019,51.493598,Darkness - lights lit,Westminster,-0.13985,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10656,Slight,28-05-2019,51.489531,Darkness - lights lit,Westminster,-0.144193,1,2,Flood over 3cm. deep,Single carriageway,Urban,Raining + high winds,Taxi/Private hire car
200701CW10657,Slight,16-05-2019,51.51211,Daylight,Westminster,-0.116469,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701CW10658,Serious,16-05-2019,51.50161,Daylight,Westminster,-0.174681,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10659,Serious,21-04-2019,51.50913,Darkness - lights lit,Westminster,-0.132588,2,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10660,Slight,28-05-2019,51.513899,Daylight,Westminster,-0.161218,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Taxi/Private hire car
200701CW10661,Slight,26-05-2019,51.520804,Daylight,Westminster,-0.171463,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10662,Slight,25-03-2019,51.520716,Daylight,Westminster,-0.165845,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CW10663,Slight,12-05-2019,51.511213,Darkness - lights lit,Westminster,-0.133512,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10664,Slight,24-05-2019,51.49363,Daylight,Westminster,-0.153247,2,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10665,Slight,31-05-2019,51.522353,Daylight,Westminster,-0.155544,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10666,Slight,26-04-2019,51.509877,Daylight,Westminster,-0.145672,1,1,Wet or damp,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10667,Slight,17-05-2019,51.511577,Darkness - lights lit,Westminster,-0.139406,2,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701CW10668,Slight,22-05-2019,51.494358,Daylight,Westminster,-0.142412,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10669,Serious,05-06-2019,51.500092,Daylight,Westminster,-0.141027,5,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10670,Slight,31-05-2019,51.529944,Daylight,Westminster,-0.169367,1,2,Dry,Roundabout,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10671,Slight,04-06-2019,51.494355,Daylight,Westminster,-0.125269,2,1,Dry,Roundabout,Urban,Fine no high winds,Taxi/Private hire car
200701CW10672,Slight,02-06-2019,51.51294,Daylight,Westminster,-0.163131,1,1,Dry,Dual carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10673,Slight,23-05-2019,51.51237,Daylight,Westminster,-0.115882,2,1,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10674,Slight,29-05-2019,51.493265,Daylight,Westminster,-0.147211,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10675,Slight,24-05-2019,51.51395,Daylight,Westminster,-0.141615,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10676,Slight,09-05-2019,51.507767,Darkness - lights lit,Westminster,-0.14302,1,2,Dry,One way street,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701CW10678,Slight,02-06-2019,51.528598,Daylight,Westminster,-0.163798,2,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10679,Slight,09-06-2019,51.514778,Darkness - lights lit,Westminster,-0.131493,1,1,Dry,One way street,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10681,Slight,27-05-2019,51.510684,Darkness - lights lit,Westminster,-0.12849,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10682,Slight,29-05-2019,51.506586,Daylight,Westminster,-0.147967,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10683,Slight,29-05-2019,51.502486,Daylight,Westminster,-0.161678,1,1,Wet or damp,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10684,Slight,30-05-2019,51.509849,Daylight,Westminster,-0.149564,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701CW10685,Slight,07-06-2019,51.507358,Daylight,Westminster,-0.128626,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10686,Slight,30-04-2019,51.506888,Daylight,Westminster,-0.132968,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10687,Slight,27-04-2019,51.524895,Daylight,Westminster,-0.203447,1,3,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10688,Slight,27-05-2019,51.502148,Darkness - lights lit,Westminster,-0.157369,2,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10689,Slight,28-05-2019,51.489979,Darkness - lights lit,Westminster,-0.132795,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Motorcycle over 500cc
200701CW10691,Slight,19-05-2019,51.496543,Daylight,Westminster,-0.144052,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701CW10692,Slight,01-06-2019,51.526551,Daylight,Westminster,-0.176711,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10693,Slight,03-06-2019,51.533553,Darkness - lights lit,Westminster,-0.187534,5,5,Dry,Single carriageway,Urban,Fine no high winds,Minibus (8 - 16 passenger seats)
200701CW10694,Slight,06-06-2019,51.500132,Daylight,Westminster,-0.126617,1,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10695,Serious,09-05-2019,51.537153,Daylight,Westminster,-0.176143,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10696,Slight,22-05-2019,51.523807,Daylight,Westminster,-0.145106,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10697,Slight,06-06-2019,51.514287,Daylight,Westminster,-0.151546,1,1,Dry,One way street,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10698,Slight,07-06-2019,51.518308,Daylight,Westminster,-0.167095,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10699,Slight,07-06-2019,51.503791,Daylight,Westminster,-0.136121,2,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10700,Slight,07-06-2019,51.517888,Daylight,Westminster,-0.151833,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10701,Slight,04-06-2019,51.517058,Daylight,Westminster,-0.179252,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701CW10702,Slight,26-05-2019,51.51243,Daylight,Westminster,-0.15926,1,2,Dry,Single carriageway,Urban,Fine no high winds,Other vehicle
200701CW10703,Slight,11-06-2019,51.508866,Daylight,Westminster,-0.127267,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10704,Serious,01-06-2019,51.50084,Darkness - lights lit,Westminster,-0.125867,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10705,Slight,12-06-2019,51.520159,Daylight,Westminster,-0.17048,1,1,Dry,Dual carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10706,Slight,13-06-2019,51.524985,Daylight,Westminster,-0.203443,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10708,Serious,05-06-2019,51.496014,Daylight,Westminster,-0.150413,2,3,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10709,Slight,10-06-2019,51.511029,Daylight,Westminster,-0.150237,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10711,Slight,13-06-2019,51.509541,Daylight,Westminster,-0.118881,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10712,Slight,13-06-2019,51.507232,Darkness - lights lit,Westminster,-0.14333,1,1,Dry,One way street,Urban,Fine no high winds,Car
200701CW10713,Slight,13-06-2019,51.517976,Daylight,Westminster,-0.151685,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10714,Slight,03-06-2019,51.522889,Daylight,Westminster,-0.201652,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10715,Slight,11-06-2019,51.49625,Daylight,Westminster,-0.142624,2,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10716,Slight,12-06-2019,51.524153,Darkness - lights lit,Westminster,-0.144227,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10717,Slight,10-06-2019,51.507167,Daylight,Westminster,-0.127913,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701CW10718,Slight,13-06-2019,51.528452,Daylight,Westminster,-0.165966,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10721,Slight,16-06-2019,51.52159,Daylight,Westminster,-0.193198,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CW10722,Slight,16-06-2019,51.511697,Daylight,Westminster,-0.158425,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10723,Slight,16-06-2019,51.507146,Daylight,Westminster,-0.132237,1,1,Wet or damp,One way street,Urban,Raining no high winds,Car
200701CW10724,Slight,09-06-2019,51.535757,Daylight,Westminster,-0.155868,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10725,Slight,15-06-2019,51.514178,Daylight,Westminster,-0.161784,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10726,Slight,11-06-2019,51.514174,Daylight,Westminster,-0.15011,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10727,Slight,03-06-2019,51.502141,Darkness - lights lit,Westminster,-0.156937,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CW10728,Slight,15-06-2019,51.497512,Daylight,Westminster,-0.12586,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10729,Slight,31-05-2019,51.526459,Daylight,Westminster,-0.17657,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10730,Slight,07-06-2019,51.524244,Darkness - lights lit,Westminster,-0.202031,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10731,Slight,15-06-2019,51.509944,Daylight,Kensington and Chelsea,-0.1902,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10732,Slight,31-05-2019,51.506647,Daylight,Westminster,-0.123467,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10733,Serious,12-06-2019,51.512619,Daylight,Westminster,-0.148443,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701CW10734,Slight,13-06-2019,51.510949,Daylight,Westminster,-0.17964,1,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10735,Slight,11-06-2019,51.515407,Daylight,Westminster,-0.159861,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10736,Slight,30-05-2019,51.519668,Daylight,Westminster,-0.185202,1,2,Wet or damp,Dual carriageway,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10737,Serious,31-05-2019,51.527588,Daylight,Westminster,-0.197286,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701CW10739,Slight,13-06-2019,51.507209,Daylight,Westminster,-0.170422,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CW10740,Slight,14-06-2019,51.516223,Darkness - lights lit,Westminster,-0.131866,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10741,Slight,11-06-2019,51.503134,Darkness - lights lit,Westminster,-0.151421,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10742,Slight,27-05-2019,51.502469,Daylight,Westminster,-0.154906,1,2,Wet or damp,Dual carriageway,Urban,Raining no high winds,Car
200701CW10744,Slight,09-06-2019,51.521813,Daylight,Westminster,-0.17272,1,1,Dry,Single carriageway,Urban,Fine no high winds,Pedal cycle
200701CW10745,Slight,14-06-2019,51.502186,Daylight,Westminster,-0.14267,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10746,Slight,09-02-2019,51.51116,Daylight,Westminster,-0.187414,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10748,Slight,02-05-2019,51.510385,Darkness - lights lit,Westminster,-0.183842,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10749,Slight,23-01-2019,51.509858,Darkness - lights lit,Westminster,-0.133135,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10751,Slight,13-06-2019,51.50752,Daylight,Westminster,-0.127466,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10752,Slight,01-06-2019,51.494791,Daylight,Westminster,-0.130005,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10754,Serious,13-06-2019,51.535333,Daylight,Westminster,-0.157471,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10756,Slight,26-05-2019,51.522412,Daylight,Westminster,-0.19403,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10759,Slight,26-05-2019,51.51404,Daylight,Westminster,-0.141612,2,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10760,Slight,31-05-2019,51.52629,Darkness - lights lit,Westminster,-0.206419,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10761,Serious,09-06-2019,51.510459,Daylight,Westminster,-0.18283,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10762,Serious,14-06-2019,51.507299,Daylight,Westminster,-0.170419,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701CW10763,Slight,20-03-2019,51.516845,Daylight,Westminster,-0.165568,1,2,Wet or damp,Dual carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10764,Slight,13-06-2019,51.516112,Darkness - lights lit,Westminster,-0.182028,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10765,Slight,05-06-2019,51.496881,Daylight,Westminster,-0.125741,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10767,Slight,13-06-2019,51.515034,Daylight,Westminster,-0.193746,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10770,Slight,25-08-2019,51.521277,Daylight,Westminster,-0.161498,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CW10774,Slight,01-09-2019,51.517298,Darkness - lights lit,Westminster,-0.14292,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10775,Slight,07-07-2019,51.510625,Daylight,Westminster,-0.181959,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
